"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.244622962E1,-9.286781057E-1,3.132044253E-1,2.189101646E0
5.245615562E1,4.566773365E-1,-5.847509841E-2,1.981061806E0
5.246608262E1,1.684750498E0,-9.917336753E-1,2.631113727E0
5.247600863E1,1.913630253E0,-2.166006314E0,3.778970107E0
5.248593462E1,1.477260443E0,-3.337294533E0,5.066184347E0
5.249586163E1,5.682330749E-1,-3.921258299E0,5.946478570E0
5.250578762E1,-1.075441373E-1,-3.992683208E0,5.759119163E0
5.251571363E1,-2.806722351E-1,-3.662508774E0,4.477275006E0
5.252564062E1,8.912210980E-2,-2.905908304E0,2.624689976E0
5.253556663E1,7.700903613E-1,-1.920424864E0,7.660647726E-1
5.254549262E1,1.602549464E0,-1.030635786E0,-6.698640418E-1
5.255541963E1,2.351476047E0,-1.434740806E-1,-1.530790533E0
5.256534562E1,2.812213398E0,4.786388938E-1,-1.979315243E0
5.257527163E1,2.899021454E0,6.720161826E-1,-2.126218935E0
5.258519862E1,2.634901261E0,5.609873149E-1,-2.054781747E0
5.259512463E1,2.065657276E0,3.336752350E-1,-2.007409360E0
5.260505062E1,1.341834397E0,1.125416338E-1,-2.061107849E0
5.261497663E1,6.873824461E-1,-1.426552512E-2,-2.352785093E0
5.262490362E1,2.049099715E-1,-4.894961866E-2,-2.896610062E0
5.263482962E1,-9.984391160E-2,1.497353340E-1,-3.473764746E0
5.264475562E1,-2.460629311E-1,3.454767434E-1,-3.921552122E0
5.265468262E1,-3.241375126E-1,5.490922145E-1,-4.168910978E0
5.266460862E1,-3.247909024E-1,7.570354291E-1,-4.248234306E0
5.267453462E1,-3.419413707E-1,9.537099628E-1,-4.255663193E0
5.268446163E1,-3.948921476E-1,1.079745381E0,-4.165214953E0
5.269438762E1,-4.598727303E-1,1.069473138E0,-3.919842396E0
5.270431362E1,-5.820814012E-1,1.000996688E0,-3.529666466E0
5.271424062E1,-7.227211171E-1,8.056390205E-1,-3.039365739E0
5.272416663E1,-8.114157772E-1,5.467416338E-1,-2.619547935E0
5.273409262E1,-8.478828147E-1,3.892435911E-1,-2.416615053E0
5.274401963E1,-7.831407619E-1,3.447255224E-1,-2.373016459E0
5.275394562E1,-6.744324714E-1,3.162144623E-1,-2.284013066E0
5.276387163E1,-5.393403744E-1,2.975170036E-1,-2.025490120E0
5.277379862E1,-3.556620084E-1,2.740329044E-1,-1.594514658E0
5.278372463E1,-1.814345336E-1,2.251068391E-1,-9.977753109E-1
5.279365062E1,-9.457761683E-3,2.003832216E-1,-2.826655143E-1
5.280357663E1,1.434789046E-1,1.743110535E-1,3.772623539E-1
5.281350362E1,2.204359736E-1,1.582977590E-1,8.377224004E-1
5.282342963E1,2.986812573E-1,1.727399614E-1,1.060814728E0
5.283335562E1,4.136242877E-1,3.057690694E-1,1.065815266E0
5.284328262E1,5.247638140E-1,4.719097719E-1,9.708757800E-1
5.285320862E1,4.924715788E-1,6.596696406E-1,1.038326921E0
5.286313463E1,4.574337835E-1,9.405372092E-1,1.361885523E0
5.287306162E1,3.930061648E-1,1.293241111E0,1.782675135E0
5.288298762E1,3.415496438E-1,1.561506395E0,2.065022560E0
5.289291362E1,5.001460493E-1,1.687047723E0,2.351679969E0
5.290284062E1,7.473662540E-1,1.566609553E0,2.614421096E0
5.291276662E1,1.060707066E0,1.179690303E0,3.039951630E0
5.292269262E1,1.168585856E0,6.518015541E-1,3.564165038E0
5.293261963E1,9.906860735E-1,-9.577814156E-2,3.964813331E0
5.294254562E1,3.449570721E-1,-7.802085295E-1,4.194489623E0
5.295247163E1,-6.948907095E-1,-1.151676804E0,4.221277472E0
5.296239862E1,-1.804211892E0,-9.854476261E-1,4.154596410E0
5.297232463E1,-2.411600773E0,-1.584399926E-1,3.679627667E0
5.298225062E1,-2.017129333E0,6.643033397E-1,2.771315340E0
5.299217763E1,-9.542995814E-1,9.588452069E-1,1.912785623E0
5.300210362E1,1.983416480E-1,5.451726066E-1,1.738219923E0
5.301202963E1,7.467326351E-1,-2.930746546E-1,2.610688233E0
5.302195662E1,3.893245020E-1,-1.146755495E0,3.809992509E0
5.303188263E1,-6.672690475E-1,-1.793188428E0,4.213110666E0
5.304180862E1,-1.972315249E0,-2.174491939E0,3.459243770E0
5.305173463E1,-3.119126438E0,-2.297734580E0,1.834949242E0
5.306166162E1,-3.835815568E0,-2.125065425E0,1.408430529E-1
5.307158763E1,-3.840552105E0,-1.770521404E0,-1.243809773E0
5.308151358E1,-3.275702010E0,-1.352349006E0,-2.223835861E0
5.309144058E1,-2.399348225E0,-9.131257546E-1,-2.557748128E0
5.310136658E1,-1.432471941E0,-7.287053038E-1,-2.184051991E0
5.311129258E1,-6.369792279E-1,-7.648595153E-1,-1.251512311E0
5.312121958E1,8.020333350E-3,-7.602372913E-1,-1.525123411E-1
5.313114558E1,4.689100771E-1,-8.481200655E-1,4.154236221E-1
5.314107158E1,5.762884916E-1,-1.089500437E0,4.583164573E-1
5.315099858E1,4.171685044E-1,-1.371491913E0,-3.715320826E-3
5.316092458E1,3.068772995E-1,-1.561449531E0,-8.418704152E-1
5.317085058E1,2.509768215E-1,-1.511175902E0,-1.637710379E0
5.318077758E1,3.217321508E-1,-1.301089244E0,-2.286187060E0
5.319070358E1,4.037582076E-1,-1.055559031E0,-2.752815335E0
5.320062958E1,3.817701186E-1,-6.844764530E-1,-3.051932575E0
5.321055658E1,3.537881950E-1,-2.952826363E-1,-3.353043716E0
5.322048258E1,2.691640741E-1,2.687807892E-2,-3.809340545E0
5.323040858E1,2.385960732E-1,3.074273397E-1,-4.256868305E0
5.324033558E1,2.423909162E-1,6.034572136E-1,-4.505677856E0
5.325026158E1,2.529350540E-1,8.661291973E-1,-4.521443703E0
5.326018758E1,3.310741742E-1,1.071093548E0,-4.364309723E0
5.327011458E1,3.531955797E-1,1.201610345E0,-4.147755752E0
5.328004058E1,2.353893871E-1,1.232527425E0,-3.721990160E0
5.328996658E1,1.279599557E-1,1.214779225E0,-3.119431663E0
5.329989258E1,-5.172322713E-2,1.142494264E0,-2.559389441E0
5.330981958E1,-1.209183732E-1,9.978065935E-1,-2.090977766E0
5.331974558E1,-2.399053379E-1,9.530018650E-1,-1.653632348E0
5.332967158E1,-3.788025470E-1,8.448943759E-1,-1.308792220E0
5.333959858E1,-3.988688755E-1,7.084143692E-1,-8.549915671E-1
5.334952458E1,-5.179464356E-1,7.108227642E-1,-2.209925920E-1
5.335945058E1,-5.477600360E-1,7.164905434E-1,3.518398297E-1
5.336937758E1,-4.600479640E-1,7.215106704E-1,7.435366201E-1
5.337930358E1,-4.507918947E-1,7.606879655E-1,1.020554894E0
5.338922958E1,-4.401930854E-1,8.420423964E-1,1.287656874E0
5.339915658E1,-4.662474379E-1,9.176360044E-1,1.625581500E0
5.340908258E1,-5.234339013E-1,9.473935812E-1,1.968586187E0
5.341900858E1,-5.974995222E-1,9.178291087E-1,2.312236406E0
5.342893558E1,-5.753759605E-1,8.201123410E-1,2.613439348E0
5.343886158E1,-6.066690892E-1,6.634497193E-1,2.861522675E0
5.344878758E1,-8.634153584E-1,5.913218292E-1,3.067989029E0
5.345871458E1,-9.455473959E-1,5.488666947E-1,3.083717455E0
5.346864058E1,-7.745912556E-1,4.371974107E-1,2.960256420E0
5.347856658E1,-4.164882905E-1,9.186425295E-2,2.874715748E0
5.348849358E1,-5.629397002E-1,-2.861657490E-1,3.146909484E0
5.349841958E1,-1.667873534E0,-5.358627794E-2,3.770208639E0
5.350834558E1,-2.638082731E0,6.385074708E-1,3.973008204E0
5.351827258E1,-2.097266300E0,9.648784371E-1,3.309533415E0
5.352819858E1,-4.809464609E-1,9.282899237E-1,2.519014417E0
5.353812458E1,1.667903647E0,2.449393155E-1,2.228871483E0
5.354805058E1,3.005271502E0,-1.088142932E0,2.955382181E0
5.355797758E1,3.043430724E0,-2.557532365E0,4.294864681E0
5.356790358E1,2.392163751E0,-3.685072594E0,5.558898804E0
5.357782958E1,1.287716662E0,-4.141209210E0,5.665343272E0
5.358775658E1,4.376993942E-1,-4.093587439E0,4.404321635E0
5.359768258E1,1.177212436E-1,-3.634217606E0,2.424606442E0
5.360760858E1,2.522406606E-1,-2.747628270E0,4.075456685E-1
5.361753558E1,9.129680990E-1,-1.562978139E0,-9.495240873E-1
5.362746158E1,1.753584506E0,-5.554574934E-1,-1.684928985E0
5.363738758E1,2.345439674E0,2.838767651E-1,-2.075538193E0
5.364731458E1,2.597813249E0,8.411972545E-1,-2.238815258E0
5.365724058E1,2.487357591E0,8.419326881E-1,-2.297986742E0
5.366716658E1,1.942220799E0,4.206830830E-1,-2.230145007E0
5.367709358E1,1.344084844E0,-4.891786097E-2,-2.014697914E0
5.368701958E1,7.650659220E-1,-2.907564163E-1,-1.760566227E0
5.369694558E1,1.932058740E-1,-4.410784270E-1,-1.699419554E0
5.370687258E1,-2.392163897E-1,-5.436119116E-1,-1.844422901E0
5.371679858E1,-6.124371482E-1,-5.061532960E-1,-2.138793372E0
5.372672458E1,-8.169761138E-1,-3.275853964E-1,-2.495414470E0
5.373665158E1,-7.830709608E-1,-7.552961748E-2,-2.776973691E0
5.374657758E1,-7.337271850E-1,2.124467401E-1,-3.075042526E0
5.375650358E1,-6.469469764E-1,5.228570004E-1,-3.241374176E0
5.376642958E1,-5.905195547E-1,7.202908681E-1,-3.296600543E0
5.377635658E1,-6.297701957E-1,8.592223200E-1,-3.196894991E0
5.378628258E1,-7.127378735E-1,8.556665551E-1,-3.063928723E0
5.379620858E1,-8.166117592E-1,7.783198788E-1,-3.037863005E0
5.380613558E1,-8.933570494E-1,6.889829752E-1,-3.055459616E0
5.381606158E1,-9.332904625E-1,6.231772408E-1,-2.967077197E0
5.382598758E1,-8.971983777E-1,6.177155759E-1,-2.718940660E0
5.383591458E1,-8.383047831E-1,6.720533855E-1,-2.438518138E0
5.384584058E1,-8.158836347E-1,7.077392350E-1,-2.223570982E0
5.385576658E1,-7.802938988E-1,7.038221852E-1,-2.012995790E0
5.386569358E1,-7.489024638E-1,6.476214527E-1,-1.691658545E0
5.387561958E1,-6.722108218E-1,5.561885416E-1,-1.299041403E0
5.388554558E1,-5.862073062E-1,5.528155021E-1,-8.487806547E-1
5.389547258E1,-4.196631458E-1,6.671999042E-1,-3.768682516E-1
5.390539858E1,-1.853868859E-1,8.413736942E-1,7.841116190E-4
5.391532458E1,7.880087882E-2,1.039815914E0,3.148842573E-1
5.392525158E1,2.768092355E-1,1.250272408E0,6.443134636E-1
5.393517758E1,3.553259762E-1,1.431066416E0,1.100437215E0
5.394510358E1,3.175752556E-1,1.563924657E0,1.663762649E0
5.395503058E1,3.138456091E-1,1.512992632E0,2.258881148E0
5.396495658E1,2.068958687E-1,1.279334678E0,2.811285737E0
5.397488258E1,1.857040973E-1,9.270845933E-1,3.304000195E0
5.398480958E1,4.121404836E-1,3.800663131E-1,3.694529296E0
5.399473558E1,5.678392649E-1,-2.044246343E-1,4.035903195E0
5.400466158E1,6.315174899E-1,-7.699312440E-1,4.443830686E0
5.401458858E1,5.529589782E-1,-1.328426585E0,4.831118091E0
5.402451458E1,8.217220064E-2,-1.828982890E0,5.089316517E0
5.403444058E1,-9.919017828E-1,-1.837629606E0,5.198135539E0
5.404436658E1,-2.079042722E0,-1.260738632E0,4.878025040E0
5.405429358E1,-2.422690018E0,-3.425953817E-1,4.039869361E0
5.406421958E1,-1.753404704E0,3.847948833E-1,2.890726009E0
5.407414558E1,-5.440512568E-1,8.120042995E-1,1.806011372E0
5.408407246E1,4.695246926E-1,7.049407576E-1,1.319653423E0
5.409399846E1,7.448451539E-1,7.078277472E-2,1.687029889E0
5.410392446E1,-6.915151119E-2,-6.815350112E-1,2.568043905E0
5.411385146E1,-1.308986493E0,-1.416880194E0,3.024245424E0
5.412377746E1,-2.598043630E0,-1.777914916E0,2.570350631E0
5.413370346E1,-3.619456602E0,-1.801774918E0,1.278392546E0
5.414363046E1,-4.032227635E0,-1.650203248E0,-1.031852299E-1
5.415355646E1,-3.844201352E0,-1.410758598E0,-1.194511898E0
5.416348246E1,-3.065802171E0,-1.133158234E0,-1.989407537E0
5.417340946E1,-2.002900864E0,-7.689979552E-1,-2.142372453E0
5.418333546E1,-1.035686757E0,-7.327249722E-1,-1.635489022E0
5.419326146E1,-3.850512106E-1,-9.475009507E-1,-5.564175332E-1
5.420318846E1,6.874235228E-2,-1.183302640E0,4.981184542E-1
5.421311446E1,2.907553565E-1,-1.312970932E0,9.622055286E-1
5.422304046E1,2.003941669E-1,-1.391542600E0,7.556421107E-1
5.423296746E1,4.517346852E-2,-1.420753097E0,7.419707358E-2
5.424289346E1,-1.271491662E-2,-1.314960448E0,-9.182911849E-1
5.425281946E1,6.604108483E-2,-1.122616289E0,-1.956882985E0
5.426274646E1,2.677328950E-1,-1.001306444E0,-2.815860014E0
5.427267246E1,4.631030611E-1,-7.887401287E-1,-3.237166520E0
5.428259846E1,5.832402463E-1,-4.574886012E-1,-3.293385744E0
5.429252446E1,6.044233929E-1,-2.527535345E-1,-3.248888433E0
5.430245146E1,4.678319237E-1,-1.430922575E-1,-3.229616010E0
5.431237746E1,3.030265425E-1,-1.293926697E-2,-3.271052304E0
5.432230346E1,2.052758610E-1,1.628698066E-1,-3.421260842E0
5.433223046E1,1.939809407E-1,3.535743331E-1,-3.668531406E0
5.434215646E1,2.380610530E-1,5.796623350E-1,-3.856793624E0
5.435208246E1,3.141315745E-1,8.306314820E-1,-3.918093494E0
5.436200946E1,4.195910058E-1,9.867152294E-1,-3.718522176E0
5.437193546E1,4.882485735E-1,1.058817903E0,-3.235895335E0
5.438186146E1,4.958034685E-1,1.046770081E0,-2.631065780E0
5.439178846E1,4.494626033E-1,9.656290734E-1,-2.152553040E0
5.440171446E1,3.046786368E-1,8.433904720E-1,-1.797962680E0
5.441164046E1,2.091097341E-1,7.570996754E-1,-1.495790269E0
5.442156746E1,1.825491590E-1,7.508090946E-1,-1.176296067E0
5.443149346E1,8.405602735E-2,7.322922052E-1,-7.880508882E-1
5.444141946E1,3.308424052E-2,7.168480276E-1,-3.555802935E-1
5.445134646E1,8.585357107E-3,7.228691979E-1,9.584288120E-2
5.446127246E1,-1.482857544E-2,7.490039860E-1,5.590885413E-1
5.447119846E1,-8.213938314E-2,8.039374807E-1,1.037879609E0
5.448112546E1,-1.672716271E-1,8.696925636E-1,1.516992273E0
5.449105146E1,-1.414511085E-1,8.643805875E-1,1.982136524E0
5.450097746E1,-1.760320352E-1,8.615158904E-1,2.340760878E0
5.451090446E1,-1.568690833E-1,8.214051604E-1,2.614905830E0
5.452083046E1,-1.714944131E-1,8.127828562E-1,3.037545501E0
5.453075646E1,-3.050567506E-1,8.429612133E-1,3.505682357E0
5.454068346E1,-3.699570254E-1,7.287283272E-1,3.735524710E0
5.455060946E1,-1.262029405E-1,5.311150596E-1,3.874720602E0
5.456053546E1,1.024370787E-1,2.397202370E-1,4.158765475E0
5.457046146E1,-1.523745387E-1,-1.185501046E-2,4.716139612E0
5.458038846E1,-1.060218531E0,1.244436960E-1,5.299332131E0
5.459031446E1,-1.625333724E0,3.881415006E-1,5.409496597E0
5.460024046E1,-1.236620329E0,5.490362274E-1,4.902306188E0
5.461016746E1,2.622114789E-1,3.733541115E-1,4.236448073E0
5.462009346E1,1.823742323E0,-1.657464540E-1,4.064821769E0
5.463001946E1,2.688990345E0,-1.177222412E0,4.677322286E0
5.463994646E1,2.688294234E0,-2.398335633E0,5.483584912E0
5.464987246E1,2.099365889E0,-3.283593704E0,5.903530186E0
5.465979846E1,1.245949854E0,-3.696329946E0,5.480923260E0
5.466972546E1,5.392401677E-1,-3.591677358E0,3.988458302E0
5.467965146E1,1.407175935E-1,-3.120029833E0,1.918387256E0
5.468957746E1,-1.345231903E-2,-2.390510743E0,-5.855343282E-2
5.469950446E1,1.897246428E-1,-1.714113023E0,-1.567577121E0
5.470943046E1,5.042984130E-1,-9.985408576E-1,-2.524974484E0
5.471935646E1,8.893800656E-1,-4.152769301E-1,-2.930129811E0
5.472928346E1,1.251188667E0,-2.066351925E-1,-2.993018954E0
5.473920946E1,1.313431693E0,-2.966054226E-1,-2.646623467E0
5.474913546E1,1.020564103E0,-5.035430624E-1,-2.201369689E0
5.475906246E1,5.933121118E-1,-7.647153083E-1,-1.967050123E0
5.476898846E1,7.030700323E-2,-9.927653434E-1,-2.086934416E0
5.477891446E1,-3.798456903E-1,-1.070346859E0,-2.499499335E0
5.478884146E1,-6.006315467E-1,-9.520800515E-1,-3.008314101E0
5.479876746E1,-7.413667184E-1,-7.047082577E-1,-3.460896778E0
5.480869346E1,-9.099432613E-1,-4.798787228E-1,-3.807782262E0
5.481862046E1,-1.047748174E0,-2.863445824E-1,-4.014393042E0
5.482854646E1,-1.027961489E0,-2.301617570E-2,-4.059676219E0
5.483847246E1,-8.956011377E-1,2.488295046E-1,-3.932929049E0
5.484839846E1,-7.709350647E-1,4.672518799E-1,-3.686584100E0
5.485832546E1,-6.478627235E-1,6.329004295E-1,-3.392325895E0
5.486825146E1,-6.098467220E-1,7.643213522E-1,-2.832376644E0
5.487817746E1,-4.881465030E-1,8.294376267E-1,-2.328731402E0
5.488810446E1,-3.780466117E-1,8.397372048E-1,-2.058387140E0
5.489803046E1,-2.640866810E-1,8.393490958E-1,-1.991678011E0
5.490795646E1,-1.153014739E-1,8.448944490E-1,-1.959528850E0
5.491788346E1,4.171200821E-2,8.669711233E-1,-1.788817050E0
5.492780946E1,1.579708997E-1,8.158184382E-1,-1.455132240E0
5.493773546E1,2.091436480E-1,6.867176908E-1,-1.016597498E0
5.494766246E1,2.508628008E-1,5.637711377E-1,-5.859635139E-1
5.495758846E1,3.008541557E-1,4.320223325E-1,-2.068218648E-1
5.496751446E1,3.242194833E-1,3.253513581E-1,6.638694763E-2
5.497744146E1,2.679095906E-1,2.650499001E-1,2.435014486E-1
5.498736746E1,2.206460714E-1,2.378899489E-1,3.616052645E-1
5.499729346E1,2.090955729E-1,2.477881886E-1,5.195777357E-1
5.500722046E1,1.136123046E-1,3.212749717E-1,7.178363532E-1
5.501714646E1,-8.653460724E-2,4.310150034E-1,1.006978244E0
5.502707246E1,-3.115623810E-1,5.361260869E-1,1.367840912E0
5.503699946E1,-3.974289256E-1,6.396792528E-1,1.696556173E0
5.504692546E1,-2.680926084E-1,5.971804469E-1,2.125924820E0
5.505685146E1,-7.405743476E-2,3.996317545E-1,2.586304759E0
5.506677846E1,1.141042839E-1,1.406555034E-1,2.896171521E0
5.507670446E1,2.275244252E-1,-1.982315011E-1,3.047774620E0
5.508663075E1,1.329217933E-1,-5.899055605E-1,3.056516792E0
5.509655775E1,-2.175790606E-1,-7.950616267E-1,3.184395983E0
5.510648375E1,-8.417821223E-1,-7.106168691E-1,3.298694431E0
5.511640975E1,-1.617953076E0,-2.617967286E-1,3.133130520E0
5.512633575E1,-2.115043444E0,3.697048277E-1,2.622534692E0
5.513626275E1,-1.473177186E0,5.858006689E-1,2.107853415E0
5.514618875E1,-2.047093024E-1,3.915207893E-1,2.211429239E0
5.515611475E1,6.797655706E-1,-1.304609560E-1,3.114598355E0
5.516604175E1,7.576861511E-1,-8.128547039E-1,4.109265870E0
5.517596775E1,2.054967396E-3,-1.231261356E0,4.405295196E0
5.518589375E1,-1.072370141E0,-1.318454744E0,3.902565043E0
5.519582075E1,-1.949770870E0,-1.202739735E0,2.737074046E0
5.520574675E1,-2.554164661E0,-9.741744867E-1,1.184210274E0
5.521567275E1,-2.727217979E0,-7.103562295E-1,-1.272582167E-1
5.522559975E1,-2.421874916E0,-5.397308222E-1,-8.638904446E-1
5.523552575E1,-1.912156755E0,-5.152764507E-1,-9.798687977E-1
5.524545175E1,-1.481569256E0,-5.927277922E-1,-5.990823269E-1
5.525537875E1,-1.065499151E0,-8.653363149E-1,1.116116524E-2
5.526530475E1,-7.254511821E-1,-1.196865549E0,3.952185684E-1
5.527523075E1,-4.627584408E-1,-1.376117353E0,3.797386497E-1
5.528515775E1,-1.751203812E-1,-1.425561409E0,-4.940020144E-2
5.529508375E1,4.361145794E-2,-1.430840567E0,-7.143268543E-1
5.530500975E1,1.432583549E-1,-1.377066356E0,-1.307161431E0
5.531493675E1,2.034772209E-1,-1.278933705E0,-1.736388575E0
5.532486275E1,1.727195144E-1,-1.137330734E0,-2.089084437E0
5.533478875E1,1.491689032E-1,-9.882939776E-1,-2.443375420E0
5.534471575E1,1.230328725E-1,-7.745914748E-1,-2.785630494E0
5.535464175E1,7.323893420E-2,-4.885978715E-1,-3.081266887E0
5.536456775E1,2.620488167E-2,-2.487770624E-1,-3.278281801E0
5.537449475E1,1.756671689E-2,-7.221179768E-2,-3.435037467E0
5.538442075E1,-5.519735031E-2,6.713447761E-2,-3.560987661E0
5.539434675E1,-1.566920771E-1,2.152698124E-1,-3.717872550E0
5.540427275E1,-2.328128115E-1,4.211695348E-1,-3.935105968E0
5.541419975E1,-3.131641527E-1,5.940785355E-1,-4.151478674E0
5.542412575E1,-4.257732669E-1,7.778564139E-1,-4.135304691E0
5.543405175E1,-4.553378856E-1,9.030154802E-1,-3.938485658E0
5.544397875E1,-4.388037139E-1,9.799322399E-1,-3.505739660E0
5.545390475E1,-4.016199905E-1,9.080071020E-1,-2.905952159E0
5.546383075E1,-3.401182454E-1,7.755799466E-1,-2.203733718E0
5.547375775E1,-3.295725727E-1,6.400061122E-1,-1.559830145E0
5.548368375E1,-3.367139233E-1,4.882052310E-1,-1.051252191E0
5.549360975E1,-3.839374987E-1,3.657851101E-1,-6.256959289E-1
5.550353675E1,-4.118827311E-1,2.687990252E-1,-1.813560712E-1
5.551346275E1,-4.904964990E-1,2.368727161E-1,2.616611463E-1
5.552338875E1,-5.071891302E-1,2.574613471E-1,6.364951515E-1
5.553331575E1,-5.022624125E-1,2.796424308E-1,9.151851439E-1
5.554324175E1,-5.196529820E-1,2.883187121E-1,1.176560946E0
5.555316775E1,-4.645653766E-1,3.329611072E-1,1.509255822E0
5.556309475E1,-3.569431333E-1,3.846753808E-1,1.984239183E0
5.557302075E1,-2.299857924E-1,3.818221223E-1,2.555546651E0
5.558294675E1,-1.046364540E-1,3.442952770E-1,3.052550626E0
5.559287375E1,7.865564860E-3,2.581694449E-1,3.311792779E0
5.560279975E1,2.079862830E-2,1.817095354E-1,3.337946205E0
5.561272575E1,-8.256366259E-2,1.861040103E-1,3.210439482E0
5.562265275E1,-2.267797823E-2,1.849541554E-1,2.951937001E0
5.563257875E1,2.170311765E-1,3.745152589E-2,2.628031660E0
5.564250475E1,2.820904407E-1,-2.056708404E-1,2.625769957E0
5.565243175E1,-3.788633215E-1,-1.971805371E-1,3.168481032E0
5.566235775E1,-1.540007791E0,2.890554247E-1,3.835538410E0
5.567228375E1,-2.103365823E0,9.076086874E-1,3.807741916E0
5.568220975E1,-1.372320464E0,1.147935244E0,3.087321678E0
5.569213675E1,5.744041167E-1,7.598369032E-1,2.309372440E0
5.570206275E1,2.366676323E0,-3.654783871E-2,2.300661843E0
5.571198975E1,2.930123086E0,-9.401600638E-1,3.324542633E0
5.572191575E1,2.500434304E0,-1.842673561E0,4.562704580E0
5.573184175E1,1.479060508E0,-2.527373596E0,5.213977400E0
5.574176775E1,4.100319777E-1,-2.681693897E0,4.890466161E0
5.575169475E1,-2.164739003E-1,-2.385952546E0,3.574793522E0
5.576162075E1,-2.523674355E-1,-1.700317541E0,1.897782837E0
5.577154675E1,2.495899533E-1,-7.769384741E-1,2.982495135E-1
5.578147375E1,9.832818905E-1,7.255298272E-2,-9.398153704E-1
5.579139975E1,1.649442233E0,7.214229622E-1,-1.714960869E0
5.580132575E1,2.058027829E0,1.166069726E0,-2.069282842E0
5.581125275E1,2.192319953E0,1.204776978E0,-2.224714113E0
5.582117875E1,2.036374127E0,8.041427180E-1,-2.228666246E0
5.583110475E1,1.416850665E0,2.567369136E-1,-2.035655504E0
5.584103175E1,7.435553312E-1,-2.579141043E-1,-1.903957497E0
5.585095775E1,1.214076481E-1,-5.222623751E-1,-1.980862416E0
5.586088375E1,-4.714244895E-1,-5.378234970E-1,-2.290013478E0
5.587081075E1,-7.566000308E-1,-5.272296944E-1,-2.554517541E0
5.588073675E1,-1.014332360E0,-3.610896498E-1,-3.218933147E0
5.589066275E1,-1.079512077E0,-1.563720516E-1,-3.830317431E0
5.590058975E1,-1.135339318E0,5.296174049E-2,-4.167121146E0
5.591051575E1,-1.047539794E0,2.544205026E-1,-4.164413300E0
5.592044175E1,-1.048814195E0,3.886570789E-1,-3.930331131E0
5.593036875E1,-1.030433034E0,4.336723436E-1,-3.493954597E0
5.594029475E1,-9.110910697E-1,3.973454566E-1,-2.944898123E0
5.595022075E1,-7.660063004E-1,3.021007821E-1,-2.536356674E0
5.596014775E1,-6.014136118E-1,3.015324876E-1,-2.270833442E0
5.597007375E1,-4.009623615E-1,3.782083238E-1,-1.982882629E0
5.597999975E1,-1.930961108E-1,5.098716135E-1,-1.757363123E0
5.598992675E1,2.515234631E-2,6.766869385E-1,-1.535827324E0
5.599985275E1,2.318257284E-1,8.094983290E-1,-1.290555924E0
5.600977875E1,3.844193824E-1,8.971639522E-1,-9.690222126E-1
5.601970475E1,5.222967275E-1,8.912741250E-1,-5.796900362E-1
5.602963175E1,6.220018043E-1,8.546486279E-1,-1.882990551E-1
5.603955775E1,7.108894224E-1,8.012286850E-1,1.503091103E-1
5.604948375E1,7.856548454E-1,7.713733135E-1,4.564131886E-1
5.605941075E1,7.653598908E-1,7.788907863E-1,6.994568002E-1
5.606933675E1,7.333148832E-1,7.726789968E-1,7.495966744E-1
5.607926275E1,6.297104079E-1,7.137886181E-1,6.289042962E-1
5.608918933E1,3.750788574E-1,7.704187556E-1,5.164383656E-1
5.609911533E1,1.487508273E-1,8.790193842E-1,5.584324837E-1
5.610904133E1,-4.932707470E-2,9.281013510E-1,7.548474741E-1
5.611896833E1,-2.314881979E-1,9.553510570E-1,1.006718042E0
5.612889433E1,-3.360224535E-1,9.731399681E-1,1.281657046E0
5.613882033E1,-2.661853563E-1,8.853716531E-1,1.602069261E0
5.614874733E1,-9.857733160E-2,5.928823414E-1,1.942957256E0
5.615867333E1,1.414287246E-1,1.379586214E-1,2.344195533E0
5.616859933E1,3.487117155E-1,-3.634023332E-1,2.808238753E0
5.617852633E1,3.362417241E-1,-8.115653197E-1,3.337111807E0
5.618845233E1,-5.694910303E-2,-9.722090913E-1,3.900019165E0
5.619837833E1,-8.377475435E-1,-6.362634556E-1,4.132517323E0
5.620830533E1,-1.644675729E0,2.063390676E-1,3.665749885E0
5.621823133E1,-1.741523308E0,9.659921124E-1,2.401825690E0
5.622815733E1,-1.128235317E0,1.169244764E0,1.033038699E0
5.623808433E1,-4.460745804E-1,8.986294106E-1,2.906662595E-1
5.624801033E1,2.389735110E-2,2.300389655E-2,6.471505326E-1
5.625793633E1,8.044255771E-2,-1.072178645E0,2.090377842E0
5.626786333E1,-3.847624312E-1,-1.937840650E0,3.690968342E0
5.627778933E1,-1.247349385E0,-2.643936963E0,4.355654089E0
5.628771533E1,-2.166948446E0,-3.032386210E0,4.024316352E0
5.629764233E1,-2.766790180E0,-3.082583680E0,2.906642715E0
5.630756833E1,-2.898923805E0,-2.769672858E0,1.575497174E0
5.631749433E1,-2.568320478E0,-2.331190448E0,4.450684208E-1
5.632742033E1,-1.876725844E0,-2.037430719E0,-1.381258518E-1
5.633734733E1,-1.114426678E0,-1.790561859E0,5.939426243E-2
5.634727333E1,-4.805693521E-1,-1.707292246E0,7.971614349E-1
5.635719933E1,-4.280373819E-2,-1.794931629E0,1.536959930E0
5.636712633E1,2.521825173E-1,-1.763738488E0,1.868926828E0
5.637705233E1,3.446130366E-1,-1.716253250E0,1.619653008E0
