"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.368107034E2,-8.211299758E-2,1.060211514E0,2.210816451E0
1.368206304E2,1.614425743E-1,1.058600387E0,2.644154772E0
1.368305564E2,3.681112421E-1,1.065179820E0,3.160157520E0
1.368404824E2,3.421027173E-1,1.157060043E0,3.565495865E0
1.368504094E2,2.410895818E-1,1.207269426E0,3.687239572E0
1.368603354E2,1.605928825E-1,1.046588598E0,3.457316528E0
1.368702624E2,8.587490427E-3,6.487389287E-1,3.138011776E0
1.368801884E2,-6.598742931E-1,4.308500754E-1,3.137362150E0
1.368901154E2,-1.746918095E0,7.395324469E-1,3.379614633E0
1.369000414E2,-1.943611852E0,1.087023922E0,3.417101133E0
1.369099684E2,-1.217924807E0,1.144036686E0,3.160039991E0
1.369198944E2,2.088591261E-1,8.486979166E-1,2.829689848E0
1.369298214E2,1.857905996E0,-1.110374923E-1,2.835583842E0
1.369397474E2,2.615916521E0,-1.433984323E0,3.408648398E0
1.369496734E2,2.347365455E0,-2.690085236E0,4.505430518E0
1.369596004E2,1.758550254E0,-3.669733593E0,5.954562930E0
1.369695264E2,9.490606224E-1,-4.032650388E0,6.523887023E0
1.369794534E2,4.651074135E-1,-4.031109355E0,5.647678249E0
1.369893794E2,3.922833393E-1,-3.635204031E0,3.661991295E0
1.369993064E2,5.896703562E-1,-2.710141478E0,1.321379521E0
1.370092324E2,1.005883937E0,-1.528877762E0,-7.768318355E-1
1.370191594E2,1.510026632E0,-5.191040746E-1,-2.449926056E0
1.370290854E2,2.004643481E0,2.343349514E-1,-3.724738936E0
1.370390124E2,2.412468646E0,7.125764173E-1,-4.446596419E0
1.370489384E2,2.552681515E0,8.371435992E-1,-4.382932520E0
1.370588644E2,2.326255983E0,6.511843805E-1,-3.550053368E0
1.370687914E2,1.894774883E0,2.773275546E-1,-2.541532044E0
1.370787174E2,1.273300205E0,-9.481749885E-2,-1.912490923E0
1.370886444E2,6.281893279E-1,-3.921886144E-1,-1.818902729E0
1.370985704E2,1.666347191E-1,-5.319132776E-1,-2.192148630E0
1.371084974E2,-5.940825921E-3,-3.889081071E-1,-2.690668203E0
1.371184234E2,-6.186127581E-2,-8.501011021E-2,-3.105915824E0
1.371283504E2,-2.894095832E-2,2.637501372E-1,-3.436534939E0
1.371382764E2,3.447432011E-2,5.753625850E-1,-3.650782768E0
1.371482024E2,7.433525059E-2,8.131648987E-1,-3.738183439E0
1.371581294E2,-5.886775721E-3,9.334560849E-1,-3.630283014E0
1.371680553E2,-1.768711289E-1,9.843769278E-1,-3.362707994E0
1.371779823E2,-3.801312903E-1,9.611487906E-1,-3.150676845E0
1.371879083E2,-6.388827889E-1,9.267439198E-1,-3.056555384E0
1.371978353E2,-7.871923707E-1,9.198245441E-1,-2.967905747E0
1.372077613E2,-7.380505431E-1,8.706148888E-1,-2.799021202E0
1.372176883E2,-6.368040307E-1,8.494253833E-1,-2.542111503E0
1.372276143E2,-5.255802680E-1,9.062530835E-1,-2.234156781E0
1.372375413E2,-3.716223855E-1,8.999917388E-1,-1.953333725E0
1.372474673E2,-1.957929929E-1,7.787082801E-1,-1.545053061E0
1.372573943E2,-2.594053727E-2,6.701724824E-1,-9.401498312E-1
1.372673203E2,8.054192383E-2,6.519205450E-1,-2.761423606E-1
1.372772463E2,1.224228618E-1,5.862336187E-1,3.726255119E-1
1.372871733E2,1.661073551E-1,4.612206231E-1,9.674194908E-1
1.372970993E2,2.294369946E-1,4.485669561E-1,1.497171966E0
1.373070263E2,2.821995095E-1,5.427950921E-1,1.932693638E0
1.373169523E2,3.350047456E-1,6.602240297E-1,2.384008055E0
1.373268793E2,3.620207458E-1,8.435321939E-1,2.862215570E0
1.373368053E2,3.715862424E-1,1.045278676E0,3.303463420E0
1.373467323E2,4.190977566E-1,1.184917494E0,3.592117653E0
1.373566583E2,5.717898997E-1,1.114241395E0,3.630650804E0
1.373665843E2,6.279349740E-1,8.410320707E-1,3.423872793E0
1.373765113E2,6.531602278E-1,4.178110403E-1,3.184712318E0
1.373864373E2,7.037450020E-1,-5.445471738E-2,3.154103898E0
1.373963643E2,5.608095961E-1,-4.575738609E-1,3.431682919E0
1.374062903E2,6.578007974E-3,-6.007215938E-1,3.916873764E0
1.374162173E2,-1.026957010E0,-1.620147975E-1,4.229010415E0
1.374261433E2,-1.921486426E0,7.908089467E-1,3.771678629E0
1.374360703E2,-1.627754325E0,1.468553939E0,2.486554184E0
1.374459963E2,-4.960779952E-1,1.717743705E0,1.403509512E0
1.374559233E2,6.109030946E-1,1.432700274E0,1.370075133E0
1.374658493E2,1.254744797E0,4.124523230E-1,2.351420937E0
1.374757753E2,7.756131296E-1,-7.195839398E-1,3.755684155E0
1.374857023E2,-4.934376119E-1,-1.494141062E0,4.516639046E0
1.374956283E2,-2.010059903E0,-1.989791407E0,3.950924440E0
1.375055553E2,-3.240066739E0,-2.220423718E0,2.553500125E0
1.375154813E2,-3.842601262E0,-2.096466547E0,8.784044033E-1
1.375254083E2,-3.734055889E0,-1.687099179E0,-4.496041059E-1
1.375353343E2,-2.928808340E0,-1.222814907E0,-1.146019185E0
1.375452613E2,-1.803841763E0,-8.197617274E-1,-1.175099142E0
1.375551873E2,-7.234707302E-1,-5.689918973E-1,-7.248272842E-1
1.375651143E2,4.226393055E-2,-4.206170094E-1,-1.365248841E-1
1.375750403E2,5.328708323E-1,-5.414525714E-1,3.004843193E-1
1.375849663E2,6.453981221E-1,-7.282768491E-1,3.192474496E-1
1.375948933E2,5.321440965E-1,-8.529488423E-1,-1.601645923E-1
1.376048193E2,3.862693683E-1,-9.652289777E-1,-1.062201687E0
1.376147463E2,3.210205447E-1,-1.028076459E0,-2.034519390E0
1.376246723E2,3.424027525E-1,-9.815428555E-1,-2.803154014E0
1.376345993E2,4.134227049E-1,-8.202449267E-1,-3.364356324E0
1.376445253E2,5.296874619E-1,-6.081531491E-1,-3.728051968E0
1.376544523E2,5.080547740E-1,-3.994018492E-1,-3.937995077E0
1.376643783E2,3.704358758E-1,-1.806796215E-1,-4.096538236E0
1.376743053E2,2.522335343E-1,3.294215318E-2,-4.326489932E0
1.376842313E2,1.697298696E-1,2.372536987E-1,-4.642835993E0
1.376941573E2,9.238823656E-2,4.655864101E-1,-4.817548458E0
1.377040843E2,8.873771019E-3,6.645951889E-1,-4.791955195E0
1.377140103E2,-4.500890594E-2,7.980044572E-1,-4.539454882E0
1.377239373E2,-4.569335908E-2,8.611343595E-1,-4.084505836E0
1.377338633E2,-4.972980168E-2,8.428938241E-1,-3.538346658E0
1.377437903E2,-7.168602336E-2,8.611415224E-1,-3.082921649E0
1.377537163E2,-9.284870479E-2,8.880832263E-1,-2.625322645E0
1.377636433E2,-8.432426836E-2,9.703933116E-1,-2.190593271E0
1.377735693E2,-1.343935375E-1,1.005472878E0,-1.830735739E0
1.377834963E2,-1.864555742E-1,9.704193317E-1,-1.464699454E0
1.377934223E2,-2.589024117E-1,9.136368012E-1,-9.385985649E-1
1.378033483E2,-2.395418238E-1,8.915928713E-1,-1.943708038E-1
1.378132753E2,-2.728872704E-1,8.823846761E-1,6.744424117E-1
1.378232013E2,-3.620146427E-1,8.630943462E-1,1.451460773E0
1.378331283E2,-4.699426223E-1,8.819258159E-1,1.941084977E0
1.378430543E2,-5.381387716E-1,9.166277982E-1,2.194371741E0
1.378529813E2,-5.889712485E-1,9.787242783E-1,2.397435016E0
1.378629073E2,-6.170780101E-1,1.051389601E0,2.605425155E0
1.378728343E2,-7.209660023E-1,1.192432701E0,2.827246882E0
1.378827603E2,-8.018247356E-1,1.321257753E0,3.130546635E0
1.378926873E2,-8.132307529E-1,1.401575984E0,3.490403582E0
1.379026133E2,-7.547743108E-1,1.391505471E0,3.815750263E0
1.379125393E2,-5.451030978E-1,1.162076589E0,3.969342000E0
1.379224663E2,-2.155889607E-1,6.876362883E-1,4.017632985E0
1.379323923E2,7.574745367E-2,-7.550096612E-2,4.169511487E0
1.379423193E2,-1.800677286E-1,-5.751816867E-1,4.640532190E0
1.379522453E2,-1.040127644E0,-6.490957551E-1,4.996153414E0
1.379621723E2,-1.389427078E0,-5.181776199E-1,4.933468924E0
1.379720983E2,-7.883138667E-1,-2.481463671E-1,4.357733359E0
1.379820253E2,4.352163009E-1,-1.023525133E-1,3.406211278E0
1.379919513E2,1.713486347E0,-3.371067466E-1,2.370907368E0
1.380018773E2,2.514463821E0,-9.458972056E-1,1.797008414E0
1.380118043E2,2.456025871E0,-1.583430823E0,1.883520893E0
1.380217303E2,1.869712255E0,-2.141797233E0,2.230823284E0
1.380316573E2,1.339385583E0,-2.529420999E0,2.309718595E0
1.380415833E2,8.979615855E-1,-2.711697714E0,1.734316907E0
1.380515103E2,5.874530555E-1,-2.569924954E0,7.179977363E-1
1.380614363E2,3.933722370E-1,-2.010424915E0,-4.475143111E-1
1.380713633E2,5.352886194E-1,-1.203025810E0,-1.429750646E0
1.380812893E2,8.635738910E-1,-3.689355899E-1,-2.156502249E0
1.380912163E2,1.332376672E0,2.973251783E-1,-2.669832820E0
1.381011423E2,1.837507692E0,6.848434389E-1,-2.881383913E0
1.381110683E2,1.997445704E0,7.050577019E-1,-2.614429867E0
1.381209953E2,1.646885976E0,3.690997505E-1,-1.959597262E0
1.381309213E2,8.848830452E-1,-1.418493952E-1,-1.260785410E0
1.381408483E2,1.876662036E-2,-5.264278950E-1,-7.313340658E-1
1.381507743E2,-6.982272770E-1,-5.648250253E-1,-6.554512399E-1
1.381607011E2,-1.185729161E0,-5.504185092E-1,-1.094265479E0
1.381706271E2,-1.515109616E0,-3.591090882E-1,-1.897940712E0
1.381805541E2,-1.626672006E0,2.306604149E-2,-2.698184799E0
1.381904801E2,-1.374119944E0,4.761698339E-1,-3.169182113E0
1.382004071E2,-1.101865690E0,9.655223617E-1,-3.290090253E0
1.382103331E2,-8.492491628E-1,1.298829734E0,-3.179973149E0
1.382202591E2,-6.906736976E-1,1.395620887E0,-2.994301248E0
1.382301861E2,-6.510830044E-1,1.325259295E0,-2.733106710E0
1.382401121E2,-7.317670521E-1,1.172760768E0,-2.418085043E0
1.382500391E2,-7.340852538E-1,9.444191026E-1,-2.141291302E0
1.382599651E2,-6.485037245E-1,7.817094366E-1,-1.937363809E0
1.382698921E2,-4.673668873E-1,6.996118245E-1,-1.871382074E0
1.382798181E2,-2.250475447E-1,6.422559015E-1,-1.853922288E0
1.382897451E2,-3.655304639E-2,6.076128298E-1,-1.695890175E0
1.382996711E2,1.437411888E-1,5.841022355E-1,-1.386903419E0
1.383095981E2,2.424666011E-1,5.608962445E-1,-1.062834941E0
1.383195241E2,3.165560494E-1,5.799999021E-1,-7.766312760E-1
1.383294501E2,4.067273507E-1,6.636158533E-1,-5.188456643E-1
1.383393771E2,4.716388630E-1,7.522324531E-1,-2.577633923E-1
1.383493031E2,5.429779273E-1,8.046990806E-1,-1.351876259E-3
1.383592301E2,5.898035996E-1,9.045448925E-1,3.075027323E-1
1.383691561E2,5.154440466E-1,1.141808897E0,7.872550821E-1
1.383790831E2,4.891409682E-1,1.373763556E0,1.335908098E0
1.383890091E2,5.182544011E-1,1.498165555E0,1.764755757E0
1.383989361E2,4.629883826E-1,1.549860203E0,2.011900021E0
1.384088621E2,3.886046732E-1,1.427025698E0,2.147037946E0
1.384187881E2,3.895893808E-1,1.077391584E0,2.349183792E0
1.384287151E2,4.655367088E-1,5.208195381E-1,2.748550376E0
1.384386411E2,5.409120694E-1,-1.920189441E-1,3.412033351E0
1.384485681E2,4.733382832E-1,-8.955561872E-1,4.237474844E0
1.384584941E2,1.219062237E-1,-1.551835539E0,4.958065236E0
1.384684211E2,-7.505589069E-1,-1.788352781E0,5.373890562E0
1.384783471E2,-1.852941125E0,-1.252388662E0,5.181610723E0
1.384882741E2,-2.419074830E0,-3.464181086E-1,4.211924851E0
1.384982001E2,-1.895842146E0,5.232081257E-1,2.746184592E0
1.385081271E2,-6.827494778E-1,1.139024014E0,1.468112474E0
1.385180531E2,4.239158989E-1,1.166821020E0,8.467072320E-1
1.385279791E2,8.485881351E-1,5.143130123E-1,1.057515728E0
1.385379061E2,2.890654381E-1,-4.982176742E-1,1.845716305E0
1.385478321E2,-7.260129534E-1,-1.553597597E0,2.500809696E0
1.385577591E2,-1.671227204E0,-2.171012700E0,2.543233584E0
1.385676851E2,-2.437718239E0,-2.284497361E0,1.937046890E0
1.385776121E2,-2.811748544E0,-2.073128555E0,8.424984062E-1
1.385875381E2,-2.605978009E0,-1.658321815E0,-3.744130057E-1
1.385974651E2,-2.019649336E0,-1.061100803E0,-1.220430266E0
1.386073911E2,-1.201569707E0,-7.188558152E-1,-1.615777473E0
1.386173181E2,-3.059785093E-1,-6.192085893E-1,-1.337627179E0
1.386272441E2,3.738955271E-1,-5.730278648E-1,-4.725462413E-1
1.386371701E2,8.994777685E-1,-6.428113139E-1,3.690429229E-1
1.386470971E2,1.185136326E0,-8.034769394E-1,7.879853994E-1
1.386570231E2,1.175315928E0,-1.065598188E0,6.618556952E-1
1.386669501E2,9.528347808E-1,-1.223548294E0,7.956423283E-2
1.386768761E2,7.941931690E-1,-1.236537299E0,-6.073596454E-1
1.386868031E2,7.359557781E-1,-1.190624231E0,-1.241144028E0
1.386967291E2,7.811824563E-1,-1.140150846E0,-1.911003392E0
1.387066561E2,8.869976176E-1,-9.959831393E-1,-2.524782110E0
1.387165821E2,8.894667506E-1,-7.218979754E-1,-2.989434611E0
1.387265091E2,8.353804444E-1,-3.985165077E-1,-3.379864894E0
1.387364351E2,7.499581055E-1,-8.785401318E-2,-3.756571178E0
1.387463611E2,6.616852489E-1,2.389019557E-1,-4.167484258E0
1.387562881E2,5.755151973E-1,5.778984128E-1,-4.556951505E0
1.387662141E2,5.275253443E-1,8.759140742E-1,-4.885646886E0
1.387761411E2,4.823661283E-1,1.087081590E0,-5.087516744E0
1.387860671E2,4.113385015E-1,1.360992945E0,-5.079189139E0
1.387959941E2,3.627141890E-1,1.608406035E0,-4.839294253E0
1.388059201E2,3.669579519E-1,1.706577424E0,-4.420107948E0
1.388158471E2,2.567614354E-1,1.671247669E0,-3.749228244E0
1.388257731E2,1.121749585E-1,1.504194765E0,-2.864825183E0
1.388356991E2,-1.906042468E-2,1.320697736E0,-2.034530500E0
1.388456261E2,-1.720232938E-1,1.209566286E0,-1.484423867E0
1.388555521E2,-3.352646909E-1,1.128605665E0,-1.059431861E0
1.388654791E2,-5.890637441E-1,1.091885881E0,-5.323866463E-1
1.388754051E2,-8.415755694E-1,1.107580466E0,9.683632314E-2
1.388853321E2,-1.119500673E0,1.213027984E0,7.330975860E-1
1.388952581E2,-1.341165475E0,1.266743869E0,1.296091483E0
1.389051851E2,-1.535335574E0,1.200793050E0,1.861159387E0
1.389151111E2,-1.634632551E0,1.090125504E0,2.487689129E0
1.389250381E2,-1.563620456E0,9.527317967E-1,3.059019985E0
1.389349641E2,-1.351156028E0,8.511496541E-1,3.639956063E0
1.389448901E2,-1.145576989E0,7.211523092E-1,4.194351629E0
1.389548171E2,-9.557537840E-1,4.894552561E-1,4.724671285E0
1.389647431E2,-7.451275013E-1,7.755450826E-2,5.126452768E0
1.389746701E2,-5.065997674E-1,-4.870105717E-1,5.436369231E0
1.389845961E2,-6.715317408E-1,-9.053783400E-1,5.761419457E0
1.389945231E2,-1.620512841E0,-8.562594628E-1,6.012227002E0
1.390044491E2,-2.136995207E0,-5.097832840E-1,5.639807897E0
1.390143761E2,-1.375390983E0,-2.281273280E-1,4.611391422E0
1.390243021E2,-5.763735685E-2,-1.071742735E-1,3.673143105E0
1.390342291E2,1.484458219E0,-5.296673986E-1,3.148584126E0
1.390441551E2,2.391312835E0,-1.330923931E0,3.519690531E0
1.390540811E2,2.522590282E0,-2.265948970E0,4.318796750E0
1.390640081E2,2.033632075E0,-3.098465594E0,4.794846058E0
1.390739341E2,1.406690251E0,-3.580775516E0,4.579542223E0
1.390838611E2,9.457542412E-1,-3.516919536E0,3.263501794E0
1.390937871E2,7.362631955E-1,-3.151658885E0,1.259354596E0
1.391037141E2,7.892549761E-1,-2.294919146E0,-6.362519073E-1
1.391136401E2,1.311610870E0,-1.191810485E0,-2.125916634E0
1.391235671E2,1.883388893E0,-1.524726532E-1,-3.233126094E0
1.391334931E2,2.244009632E0,6.771539117E-1,-3.903729808E0
1.391434201E2,2.515223667E0,1.057277162E0,-4.113648359E0
1.391533461E2,2.588146340E0,9.831815377E-1,-3.735192003E0
1.391632728E2,2.120457381E0,6.137719944E-1,-2.947204850E0
1.391731998E2,1.462067038E0,5.841085212E-2,-2.231262994E0
1.391831258E2,8.412460788E-1,-3.488274538E-1,-1.656662375E0
1.391930528E2,3.033318768E-1,-5.656617253E-1,-1.215040303E0
1.392029788E2,-2.208459730E-1,-6.078693398E-1,-1.015376599E0
1.392129058E2,-5.328680183E-1,-4.967577706E-1,-1.168725677E0
1.392228318E2,-6.540870845E-1,-2.382917257E-1,-1.567910412E0
1.392327588E2,-6.712110210E-1,1.291142052E-1,-2.013270609E0
1.392426848E2,-5.907080177E-1,4.829281554E-1,-2.329916632E0
1.392526108E2,-5.233304787E-1,7.305552167E-1,-2.454673995E0
1.392625378E2,-5.611410236E-1,9.157818523E-1,-2.443877111E0
1.392724638E2,-6.374725136E-1,1.076647160E0,-2.426177005E0
1.392823908E2,-7.221575917E-1,1.207559887E0,-2.436339465E0
1.392923168E2,-6.931544519E-1,1.154317553E0,-2.407122098E0
1.393022438E2,-6.213777602E-1,1.054299979E0,-2.250295097E0
1.393121698E2,-5.037571801E-1,9.432947561E-1,-1.979225780E0
1.393220968E2,-3.802970588E-1,8.643178761E-1,-1.744176482E0
1.393320228E2,-3.696336378E-1,8.150675096E-1,-1.622721627E0
1.393419498E2,-2.871540746E-1,7.807113169E-1,-1.621915296E0
1.393518758E2,-4.855243283E-2,7.652751061E-1,-1.673721626E0
1.393618018E2,2.487675972E-1,7.000022724E-1,-1.663332878E0
1.393717288E2,4.656908560E-1,6.266588192E-1,-1.430071658E0
1.393816548E2,6.272434676E-1,5.985677719E-1,-9.030708826E-1
1.393915818E2,8.387912714E-1,6.419769162E-1,-1.766250890E-1
1.394015078E2,9.382533599E-1,6.223909365E-1,3.664298022E-1
1.394114348E2,8.582883735E-1,6.087513923E-1,6.465026611E-1
1.394213608E2,7.069042526E-1,6.286648527E-1,7.768856299E-1
1.394312878E2,4.740317630E-1,7.148905990E-1,9.300902814E-1
1.394412138E2,3.237604038E-1,8.699132960E-1,1.285548953E0
1.394511408E2,3.750500599E-1,9.491950352E-1,1.656271196E0
1.394610668E2,5.847553329E-1,9.196026423E-1,2.029220644E0
1.394709928E2,7.713581838E-1,6.714380392E-1,2.360985228E0
1.394809198E2,8.168827046E-1,3.104718753E-1,2.848591558E0
1.394908458E2,7.660418223E-1,-7.421629630E-2,3.440999288E0
1.395007728E2,6.567146771E-1,-6.432005922E-1,3.855099100E0
1.395106988E2,3.120149555E-1,-1.135849195E0,4.126010542E0
1.395206258E2,-3.338055548E-1,-1.189061124E0,4.186212305E0
1.395305518E2,-1.176270632E0,-6.165471561E-1,3.918492858E0
1.395404788E2,-1.643108821E0,3.052459629E-1,3.270944715E0
1.395504048E2,-1.286598089E0,1.452063914E0,2.272613334E0
1.395603318E2,-5.222324081E-1,2.396468910E0,1.188394541E0
1.395702578E2,-3.127090931E-3,2.586543033E0,5.977152479E-1
1.395801838E2,5.813440673E-2,2.134522858E0,6.685542655E-1
1.395901108E2,-4.309749500E-1,1.188519525E0,1.167484898E0
1.396000368E2,-1.201041045E0,-5.451286063E-3,1.734705162E0
1.396099638E2,-2.111393027E0,-9.224668278E-1,1.947377751E0
1.396198898E2,-2.864157723E0,-1.641151758E0,1.641965983E0
1.396298168E2,-3.324976788E0,-2.081490366E0,1.106931717E0
1.396397428E2,-3.333294160E0,-2.303716428E0,5.432262146E-1
1.396496698E2,-2.908341916E0,-2.164219989E0,5.768512130E-2
1.396595958E2,-2.088310266E0,-1.717465816E0,-4.257258314E-1
1.396695218E2,-1.087676325E0,-1.163117174E0,-6.315443140E-1
1.396794488E2,-2.493398935E-1,-7.552575101E-1,-5.631453395E-1
1.396893748E2,4.068142183E-1,-5.965369243E-1,-2.504783463E-1
1.396993018E2,6.685161855E-1,-7.093658573E-1,1.593793112E-1
1.397092278E2,5.934419199E-1,-1.033144387E0,3.434227628E-1
1.397191548E2,3.803488798E-1,-1.373291979E0,2.167562842E-1
1.397290808E2,1.377872980E-1,-1.552431516E0,-1.647464705E-1
1.397390078E2,-1.678276973E-1,-1.763485596E0,-7.953429508E-1
1.397489338E2,-3.526074229E-1,-1.788465340E0,-1.491832874E0
1.397588598E2,-4.170620120E-1,-1.556353975E0,-2.119379447E0
1.397687868E2,-2.256454042E-1,-1.236537153E0,-2.740088285E0
1.397787128E2,3.920141481E-2,-9.174160029E-1,-3.231113482E0
1.397886398E2,2.187778494E-1,-5.734166316E-1,-3.389342061E0
1.397985658E2,4.972068733E-1,-2.498367423E-1,-3.435411689E0
1.398084928E2,6.672348413E-1,6.700130727E-2,-3.588121666E0
1.398184188E2,6.705829570E-1,3.282677300E-1,-3.765501630E0
1.398283458E2,6.717746195E-1,5.124591891E-1,-3.923790436E0
1.398382718E2,6.029274559E-1,7.878118832E-1,-3.961979771E0
1.398481988E2,5.443550562E-1,1.097012939E0,-3.930191383E0
1.398581248E2,5.893331546E-1,1.336063926E0,-3.828559758E0
1.398680518E2,6.376351393E-1,1.498047587E0,-3.606607053E0
1.398779778E2,6.522234307E-1,1.533396637E0,-3.237188154E0
1.398879038E2,6.772612812E-1,1.446403663E0,-2.587528582E0
1.398978308E2,7.685564174E-1,1.317616399E0,-1.711380619E0
1.399077568E2,7.413023990E-1,1.216442904E0,-7.176012951E-1
1.399176838E2,6.963909589E-1,1.093598531E0,2.418349922E-1
1.399276098E2,5.822230865E-1,9.789621869E-1,1.009307190E0
1.399375368E2,4.817109844E-1,8.655789012E-1,1.507557791E0
1.399474628E2,3.966795684E-1,7.229933050E-1,1.824403204E0
1.399573898E2,3.088001563E-1,6.213691355E-1,2.102598522E0
1.399673158E2,1.853958577E-1,5.835152847E-1,2.424549724E0
1.399772418E2,3.087799469E-2,5.818017947E-1,2.792233754E0
1.399871688E2,-5.506270446E-2,5.899193745E-1,3.111659544E0
1.399970948E2,-3.430356771E-2,5.917916530E-1,3.335513763E0
1.400070218E2,4.498316905E-2,5.957124669E-1,3.521262848E0
1.400169478E2,1.421150324E-1,5.684491295E-1,3.704964822E0
1.400268748E2,3.443963242E-1,3.777581612E-1,3.872032052E0
1.400368008E2,5.064054206E-1,-4.365879755E-2,3.992435578E0
1.400467278E2,1.497387509E-1,-5.061697413E-1,4.186736215E0
1.400566538E2,-8.839678098E-1,-6.043721202E-1,4.429657620E0
1.400665808E2,-1.769223907E0,-2.059272591E-1,4.435002560E0
1.400765068E2,-1.829182134E0,2.161051785E-1,3.683133658E0
1.400864328E2,-1.003395947E0,3.418996727E-1,2.396342756E0
1.400963598E2,2.352508812E-1,2.829473319E-1,1.430430093E0
1.401062858E2,1.222359117E0,-2.201830815E-1,1.317216888E0
1.401162128E2,1.442863905E0,-9.740241402E-1,2.067044528E0
1.401261388E2,1.075225775E0,-1.791371698E0,2.867666345E0
1.401360658E2,2.954945248E-1,-2.398754733E0,3.195444297E0
1.401459918E2,-3.659395131E-1,-2.791890815E0,2.755851209E0
1.401559188E2,-7.487210539E-1,-2.788723963E0,1.829259902E0
1.401658448E2,-8.104056707E-1,-2.524275157E0,7.569717675E-1
1.401757708E2,-5.785380251E-1,-2.031140285E0,-3.778254408E-1
1.401856978E2,-1.636054594E-2,-1.449522860E0,-1.287643425E0
1.401956238E2,5.881354256E-1,-7.838436703E-1,-1.670840119E0
1.402055508E2,1.166047360E0,-2.531877085E-1,-1.655985852E0
1.402154768E2,1.447868536E0,-1.098071377E-1,-1.493353150E0
1.402254038E2,1.299943190E0,-3.735088800E-1,-1.199535241E0
1.402353298E2,8.322502837E-1,-6.807123810E-1,-8.671730715E-1
1.402452568E2,1.975422240E-1,-8.321336317E-1,-5.459972101E-1
1.402551828E2,-3.674607759E-1,-7.188018747E-1,-4.734467125E-1
1.402651098E2,-7.196017007E-1,-5.251057299E-1,-8.879909134E-1
1.402750358E2,-8.954769574E-1,-3.041165731E-1,-1.587238968E0
1.402849618E2,-9.182202874E-1,4.834035706E-2,-2.228230044E0
1.402948888E2,-7.292136461E-1,5.059284705E-1,-2.681366453E0
1.403048148E2,-4.970236727E-1,9.854971082E-1,-3.004036862E0
1.403147418E2,-3.299088607E-1,1.302661560E0,-3.285162805E0
1.403246678E2,-2.062397563E-1,1.487644513E0,-3.480510678E0
1.403345948E2,-7.161279155E-2,1.611154226E0,-3.478896847E0
1.403445208E2,4.776245115E-2,1.641422777E0,-3.325534320E0
1.403544478E2,1.474581907E-1,1.597200431E0,-3.093811503E0
1.403643738E2,2.704495845E-1,1.491544898E0,-2.860041575E0
1.403742998E2,3.219217468E-1,1.342980890E0,-2.594769773E0
1.403842268E2,3.545281602E-1,1.252178308E0,-2.309843141E0
1.403941528E2,4.419358481E-1,1.192687640E0,-2.122744519E0
1.404040798E2,5.538460374E-1,1.192197278E0,-1.988205349E0
1.404140058E2,7.149444665E-1,1.214887691E0,-1.843696092E0
1.404239328E2,8.135351005E-1,1.228683026E0,-1.635446922E0
1.404338588E2,9.031634878E-1,1.165447070E0,-1.377201135E0
1.404437858E2,9.425161263E-1,1.117277488E0,-1.010106504E0
1.404537118E2,9.661130036E-1,1.096769037E0,-5.551866943E-1
1.404636388E2,1.036505075E0,1.010990749E0,-6.597822726E-2
1.404735648E2,1.126174027E0,9.131929976E-1,3.787592411E-1
1.404834908E2,1.196759349E0,9.655315711E-1,7.162353855E-1
1.404934178E2,1.226210312E0,1.027256095E0,1.013365157E0
1.405033438E2,1.109409256E0,1.060780814E0,1.287187927E0
1.405132708E2,9.189284583E-1,1.153663834E0,1.584945105E0
1.405231968E2,7.630566725E-1,1.204955171E0,1.987486142E0
1.405331238E2,5.483314917E-1,1.148455135E0,2.426879255E0
1.405430498E2,3.351097763E-1,9.128661382E-1,2.874477766E0
1.405529768E2,2.551294409E-1,5.584797730E-1,3.266044748E0
1.405629028E2,3.686311692E-1,6.347989473E-2,3.604070531E0
1.405728298E2,3.689822945E-1,-4.063288629E-1,4.021101553E0
1.405827558E2,4.610851139E-2,-6.622124485E-1,4.563405077E0
1.405926818E2,-5.246254177E-1,-5.970745392E-1,4.806822326E0
1.406026088E2,-1.230344513E0,-1.072411054E-1,4.429171132E0
1.406125348E2,-1.244868558E0,3.940991921E-1,3.493255854E0
1.406224618E2,-5.081122594E-1,5.048629251E-1,2.603279811E0
1.406323878E2,2.418740954E-1,2.247171587E-1,2.489782432E0
1.406423148E2,4.885409342E-1,-4.049086839E-1,3.144846001E0
1.406522408E2,-3.835506689E-2,-1.262074575E0,3.946867057E0
1.406621678E2,-1.074189064E0,-1.865557662E0,4.203123037E0
1.406720938E2,-2.148255190E0,-2.035785897E0,3.634458511E0
1.406820208E2,-2.949416267E0,-1.932979713E0,2.299452054E0
1.406919468E2,-3.319836794E0,-1.605574374E0,6.831261116E-1
1.407018728E2,-2.971000386E0,-1.325694620E0,-5.774435359E-1
1.407117998E2,-2.238285939E0,-1.107813989E0,-1.073047687E0
1.407217258E2,-1.452107768E0,-9.580822183E-1,-6.824373096E-1
1.407316528E2,-7.484899427E-1,-1.111860628E0,3.236831474E-1
1.407415788E2,-3.807748129E-1,-1.446581564E0,1.315658020E0
1.407515058E2,-2.226576963E-1,-1.716610807E0,1.868388884E0
1.407614318E2,-1.322694267E-1,-1.876443570E0,1.807280803E0
1.407713588E2,-1.182970298E-1,-1.863947339E0,1.123198087E0
